,Source,Source City,Source Country,Target,Target City,Target Country,Weight
53703,DCA,Washington,USA,BUF,Buffalo,USA,1517
53704,DCA,Washington,USA,GSP,Greenville (US) SC,USA,1624
53705,DCA,Washington,USA,MHT,Manchester (US),USA,1250
53706,DCA,Washington,USA,SBY,Salisbury-Ocean City,USA,999
53707,DCA,Washington,USA,TYS,Knoxville,USA,1624
53708,ERI,Erie,USA,PIT,Pittsburgh,USA,1550
53710,CRW,Charleston (US) WV,USA,PIT,Pittsburgh,USA,3450
53711,DCA,Washington,USA,BDL,Hartford,USA,1300
53712,DCA,Washington,USA,PHL,Philadelphia,USA,1296
53713,DCA,Washington,USA,PIT,Pittsburgh,USA,7200
53714,DCA,Washington,USA,PWM,Portland (US) ME,USA,4500
53715,DCA,Washington,USA,ROC,Rochester (US) NY,USA,3034
53716,ELM,Elmira/Corning,USA,PIT,Pittsburgh,USA,2850
53718,FLL,Fort Lauderdale,USA,CLT,Charlotte,USA,9646
53719,FLL,Fort Lauderdale,USA,DCA,Washington,USA,3780
53721,FWA,Fort Wayne,USA,PIT,Pittsburgh,USA,4260
53722,GBD,Great Bend,USA,HYS,Hays,USA,513
53724,GSO,Greensboro/High Point,USA,CLT,Charlotte,USA,432
53725,GSP,Greenville (US) SC,USA,AVL,Asheville,USA,494
53726,HYS,Hays,USA,GBD,Great Bend,USA,513
53727,DCA,Washington,USA,BNA,Nashville,USA,4150
53728,DCA,Washington,USA,GSP,Greenville (US) SC,USA,800
53729,DCA,Washington,USA,HSV,Huntsville,USA,4900
53730,DCA,Washington,USA,MSY,New Orleans,USA,7440
53732,IAD,Washington,USA,PIT,Pittsburgh,USA,2490
53733,ILM,Wilmington (US) NC,USA,LGA,New York,USA,1550
53735,FLL,Fort Lauderdale,USA,PHL,Philadelphia,USA,756
53736,FLO,Florence (US),USA,CLT,Charlotte,USA,5180
53737,GSO,Greensboro/High Point,USA,PIT,Pittsburgh,USA,37
53738,GSP,Greenville (US) SC,USA,DCA,Washington,USA,1711
53739,GSP,Greenville (US) SC,USA,RDU,Raleigh/Durham,USA,912
53740,HPN,Westchester County,USA,BOS,Boston,USA,1387
53741,ELM,Elmira/Corning,USA,PIT,Pittsburgh,USA,870
53742,ELM,Elmira/Corning,USA,PIT,Pittsburgh,USA,1184
53743,FLL,Fort Lauderdale,USA,PHL,Philadelphia,USA,3750
53744,IAH,Houston,USA,PHL,Philadelphia,USA,3654
53745,ILM,Wilmington (US) NC,USA,CLT,Charlotte,USA,18900
53746,IND,Indianapolis,USA,CLT,Charlotte,USA,1500
53747,JST,Johnstown,USA,AOO,Altoona,USA,513
53748,LEB,Lebanon,USA,RUT,Rutland,USA,589
53750,LGA,New York,USA,ILM,Wilmington (US) NC,USA,1550
53751,LGA,New York,USA,PIT,Pittsburgh,USA,1350
53752,LGA,New York,USA,SDF,Louisville,USA,2850
53754,BKW,Beckley,USA,PIT,Pittsburgh,USA,1083
53755,BOS,Boston,USA,PIT,Pittsburgh,USA,600
53756,BOS,Boston,USA,PIT,Pittsburgh,USA,5642
53757,BOS,Boston,USA,SYR,Syracuse,USA,2923
53758,GSP,Greenville (US) SC,USA,DCA,Washington,USA,800
53759,HSV,Huntsville,USA,DCA,Washington,USA,4900
53760,IAD,Washington,USA,CLT,Charlotte,USA,10458
53761,IAH,Houston,USA,PHL,Philadelphia,USA,720
53762,IAH,Houston,USA,PIT,Pittsburgh,USA,4914
53763,ITH,Ithaca,USA,PHL,Philadelphia,USA,2641
53764,LEX,Lexington,USA,CLT,Charlotte,USA,725
53765,LGA,New York,USA,ORF,Norfolk,USA,3300
53767,MCI,Kansas City,USA,PIT,Pittsburgh,USA,10962
53768,MCI,Kansas City,USA,PIT,Pittsburgh,USA,144
53769,MCO,Orlando,USA,PIT,Pittsburgh,USA,8352
53770,MHT,Manchester (US),USA,PIT,Pittsburgh,USA,1521
53771,MIA,Miami,USA,PHL,Philadelphia,USA,3780
53772,BUF,Buffalo,USA,PIT,Pittsburgh,USA,250
53773,CAK,Akron/Canton,USA,PIT,Pittsburgh,USA,1550
53774,CHA,Chattanooga,USA,CLT,Charlotte,USA,7326
53775,CLT,Charlotte,USA,CHA,Chattanooga,USA,7400
53776,CLT,Charlotte,USA,DAY,Dayton,USA,324
53777,CLT,Charlotte,USA,FLL,Fort Lauderdale,USA,22200
53778,ALB,Albany (US) NY,USA,ISP,Long Island Macarthur,USA,912
53779,ALB,Albany (US) NY,USA,PIT,Pittsburgh,USA,8928
53780,LAX,Los Angeles,USA,PHL,Philadelphia,USA,10478
53781,LGA,New York,USA,BUF,Buffalo,USA,4107
53782,LGA,New York,USA,BUF,Buffalo,USA,3150
53783,LGA,New York,USA,MSY,New Orleans,USA,3120
53784,MHT,Manchester (US),USA,DCA,Washington,USA,1250
53785,MHT,Manchester (US),USA,PIT,Pittsburgh,USA,3120
53786,MKE,Milwaukee,USA,CLT,Charlotte,USA,4550
53787,MOB,Mobile,USA,CLT,Charlotte,USA,4400
53788,OAJ,Jacksonville (US) NC,USA,CLT,Charlotte,USA,5809
53789,ORF,Norfolk,USA,PHF,Newport News,USA,1221
53790,ORF,Norfolk,USA,PHL,Philadelphia,USA,7812
53791,PFN,Panama City (US),USA,TPA,Tampa,USA,513
53792,PHF,Newport News,USA,ORF,Norfolk,USA,148
53793,PHL,Philadelphia,USA,ATL,Atlanta,USA,4750
53794,PHL,Philadelphia,USA,BOS,Boston,USA,600
53796,CLT,Charlotte,USA,IAH,Houston,USA,432
53797,CLT,Charlotte,USA,LGA,New York,USA,4080
53798,CLT,Charlotte,USA,LIT,Little Rock,USA,4550
53799,CLT,Charlotte,USA,MDT,Harrisburg,USA,3906
53801,ATL,Atlanta,USA,CLT,Charlotte,USA,6100
53803,AVL,Asheville,USA,CLT,Charlotte,USA,444
53804,BDL,Hartford,USA,PHL,Philadelphia,USA,5642
53805,BGM,Binghamton,USA,PIT,Pittsburgh,USA,2850
53806,BHM,Birmingham (US),USA,CLT,Charlotte,USA,8800
53807,BNA,Nashville,USA,PIT,Pittsburgh,USA,7182
53808,LGA,New York,USA,ROC,Rochester (US) NY,USA,250
53810,MCI,Kansas City,USA,MHK,Manhattan,USA,1539
53811,MCO,Orlando,USA,CLT,Charlotte,USA,5070
53812,MCO,Orlando,USA,CLT,Charlotte,USA,6293
53813,MEM,Memphis,USA,PIT,Pittsburgh,USA,3100
53814,MGW,Morgantown,USA,PIT,Pittsburgh,USA,2584
53815,MHK,Manhattan,USA,MCI,Kansas City,USA,1539
53816,MSY,New Orleans,USA,DCA,Washington,USA,3720
53817,ORF,Norfolk,USA,LGA,New York,USA,3300
53818,ORF,Norfolk,USA,PHF,Newport News,USA,1458
53819,PBI,West Palm Beach,USA,TPA,Tampa,USA,513
53820,PHF,Newport News,USA,ORF,Norfolk,USA,1404
53821,PHL,Philadelphia,USA,BDL,Hartford,USA,3780
53822,PHL,Philadelphia,USA,BDL,Hartford,USA,4650
53823,PHL,Philadelphia,USA,BOS,Boston,USA,10200
53824,PHL,Philadelphia,USA,BWI,Baltimore,USA,6956
53826,CLT,Charlotte,USA,ORD,Chicago,USA,17280
53827,CLT,Charlotte,USA,PHF,Newport News,USA,5292
53828,CLT,Charlotte,USA,RIC,Richmond (US),USA,1258
53829,CLT,Charlotte,USA,SAV,Savannah,USA,144
53830,BOS,Boston,USA,CLT,Charlotte,USA,16562
53831,BOS,Boston,USA,PIT,Pittsburgh,USA,3120
53832,BOS,Boston,USA,ROC,Rochester (US) NY,USA,4150
53833,BTV,Burlington (US) VT,USA,LGA,New York,USA,5328
53834,BUF,Buffalo,USA,DCA,Washington,USA,2350
53835,BUF,Buffalo,USA,PHL,Philadelphia,USA,7938
53837,BUF,Buffalo,USA,PHL,Philadelphia,USA,1550
53838,BWI,Baltimore,USA,LGA,New York,USA,5217
53840,MSY,New Orleans,USA,LGA,New York,USA,3120
53841,MYR,Myrtle Beach,USA,CLT,Charlotte,USA,882
53843,ORD,Chicago,USA,PHL,Philadelphia,USA,3456
53844,ORF,Norfolk,USA,CLT,Charlotte,USA,1782
53845,ORF,Norfolk,USA,CLT,Charlotte,USA,14994
53846,ORF,Norfolk,USA,PHL,Philadelphia,USA,667
53847,ORF,Norfolk,USA,PIT,Pittsburgh,USA,1550
53848,PBI,West Palm Beach,USA,PHL,Philadelphia,USA,126
53851,BOS,Boston,USA,CLT,Charlotte,USA,9216
53852,PHL,Philadelphia,USA,CAE,Columbia (US) SC,USA,1479
53853,PHL,Philadelphia,USA,CAE,Columbia (US) SC,USA,3050
53854,PHL,Philadelphia,USA,DCA,Washington,USA,1872
53855,PHL,Philadelphia,USA,FLL,Fort Lauderdale,USA,126
53856,PHL,Philadelphia,USA,IAH,Houston,USA,4284
53857,PHL,Philadelphia,USA,ORF,Norfolk,USA,7812
53858,PHL,Philadelphia,USA,ORF,Norfolk,USA,4464
53859,PHL,Philadelphia,USA,PVD,Providence,USA,4032
53860,PHL,Philadelphia,USA,PVD,Providence,USA,8400
53861,PHL,Philadelphia,USA,SAV,Savannah,USA,150
53862,PHL,Philadelphia,USA,SYR,Syracuse,USA,1150
53863,CLT,Charlotte,USA,TPA,Tampa,USA,630
53864,CMH,Columbus (US) OH,USA,PHL,Philadelphia,USA,6048
53865,DAY,Dayton,USA,CLT,Charlotte,USA,324
53866,CHO,Charlottesville,USA,PIT,Pittsburgh,USA,5180
53867,CHS,Charleston (US) SC,USA,CLT,Charlotte,USA,2500
53868,CLT,Charlotte,USA,ATL,Atlanta,USA,4650
53869,CLT,Charlotte,USA,BOS,Boston,USA,17290
53870,CLT,Charlotte,USA,CHS,Charleston (US) SC,USA,2500
53871,CHO,Charlottesville,USA,LGA,New York,USA,1577
53872,CLT,Charlotte,USA,AVL,Asheville,USA,444
53873,CLT,Charlotte,USA,BHM,Birmingham (US),USA,8750
53875,CLT,Charlotte,USA,DTW,Detroit,USA,10836
53876,CLT,Charlotte,USA,GSP,Greenville (US) SC,USA,3000
53877,CLT,Charlotte,USA,JAX,Jacksonville (US) FL,USA,3720
53878,CLT,Charlotte,USA,LAX,Los Angeles,USA,3120
53879,CLT,Charlotte,USA,LEX,Lexington,USA,3478
53881,CLT,Charlotte,USA,MCO,Orlando,USA,4650
53882,PHL,Philadelphia,USA,BTV,Burlington (US) VT,USA,5950
53883,PHL,Philadelphia,USA,CLE,Cleveland,USA,174
53884,PHL,Philadelphia,USA,CLE,Cleveland,USA,8500
53885,PHL,Philadelphia,USA,CLT,Charlotte,USA,2268
53886,PHL,Philadelphia,USA,CLT,Charlotte,USA,6293
53887,DCA,Washington,USA,PHL,Philadelphia,USA,3478
53888,ERI,Erie,USA,PIT,Pittsburgh,USA,6475
53889,FLL,Fort Lauderdale,USA,CLT,Charlotte,USA,18300
53890,PHL,Philadelphia,USA,RDU,Raleigh/Durham,USA,11718
53891,PHX,Phoenix,USA,PIT,Pittsburgh,USA,676
53892,PIT,Pittsburgh,USA,ABE,Allentown/Bethlehem/Easton,USA,4400
53893,PIT,Pittsburgh,USA,CLT,Charlotte,USA,50
53894,PIT,Pittsburgh,USA,ERI,Erie,USA,1550
53895,PIT,Pittsburgh,USA,FWA,Fort Wayne,USA,4140
53896,BTV,Burlington (US) VT,USA,PHL,Philadelphia,USA,145
53897,BUF,Buffalo,USA,PIT,Pittsburgh,USA,3906
53898,CHA,Chattanooga,USA,LGA,New York,USA,1300
53899,CLT,Charlotte,USA,LGA,New York,USA,7350
53900,CLT,Charlotte,USA,MCI,Kansas City,USA,1550
53901,CLT,Charlotte,USA,SAV,Savannah,USA,370
53903,CLT,Charlotte,USA,TLH,Tallahassee,USA,3367
53904,PHL,Philadelphia,USA,ITH,Ithaca,USA,2641
53905,PHL,Philadelphia,USA,LAX,Los Angeles,USA,8788
53907,PHL,Philadelphia,USA,ORF,Norfolk,USA,667
53908,GCK,Garden City,USA,MCI,Kansas City,USA,437
53910,GSO,Greensboro/High Point,USA,PHL,Philadelphia,USA,1550
53911,PHX,Phoenix,USA,PHL,Philadelphia,USA,1350
53912,PIT,Pittsburgh,USA,IAD,Washington,USA,2490
53913,PIT,Pittsburgh,USA,LGA,New York,USA,600
53914,PIT,Pittsburgh,USA,MCI,Kansas City,USA,11088
53915,PIT,Pittsburgh,USA,MCO,Orlando,USA,6336
53916,PIT,Pittsburgh,USA,MSY,New Orleans,USA,144
53917,PIT,Pittsburgh,USA,PHX,Phoenix,USA,169
53918,PIT,Pittsburgh,USA,RDU,Raleigh/Durham,USA,1653
53919,ABE,Allentown/Bethlehem/Easton,USA,PIT,Pittsburgh,USA,3367
53920,ALB,Albany (US) NY,USA,BUF,Buffalo,USA,1748
53921,AOO,Altoona,USA,PIT,Pittsburgh,USA,1102
53922,ART,Watertown (US) NY,USA,MSS,Massena,USA,456
53923,AVP,Wilkes-Barre,USA,PHL,Philadelphia,USA,1550
53924,CLT,Charlotte,USA,BOS,Boston,USA,11376
53925,CLT,Charlotte,USA,PNS,Pensacola,USA,13392
53926,CLT,Charlotte,USA,RDU,Raleigh/Durham,USA,432
53927,CLT,Charlotte,USA,SDF,Louisville,USA,1798
53929,CLT,Charlotte,USA,SRQ,Sarasota/Bradenton,USA,8784
53930,CLT,Charlotte,USA,TYS,Knoxville,USA,899
53932,CMH,Columbus (US) OH,USA,PHL,Philadelphia,USA,232
53934,DCA,Washington,USA,BUF,Buffalo,USA,2350
53935,DCA,Washington,USA,MCO,Orlando,USA,11718
53936,PHL,Philadelphia,USA,PBI,West Palm Beach,USA,4032
53937,PHL,Philadelphia,USA,PIT,Pittsburgh,USA,11154
53938,PHL,Philadelphia,USA,PWM,Portland (US) ME,USA,15624
53939,PHL,Philadelphia,USA,SBY,Salisbury-Ocean City,USA,7622
53940,PHL,Philadelphia,USA,SYR,Syracuse,USA,3276
53941,PHL,Philadelphia,USA,TPA,Tampa,USA,6912
53943,DCA,Washington,USA,IND,Indianapolis,USA,5600
53944,DCA,Washington,USA,PBI,West Palm Beach,USA,144
53945,DCA,Washington,USA,PHL,Philadelphia,USA,3906
53946,IND,Indianapolis,USA,PHL,Philadelphia,USA,4158
53947,JAX,Jacksonville (US) FL,USA,PHL,Philadelphia,USA,3240
53948,LEB,Lebanon,USA,LGA,New York,USA,1482
53949,PIT,Pittsburgh,USA,BWI,Baltimore,USA,6912
53950,PIT,Pittsburgh,USA,DCA,Washington,USA,11400
53951,PIT,Pittsburgh,USA,DEN,Denver,USA,3300
53952,PIT,Pittsburgh,USA,ELM,Elmira/Corning,USA,2850
53954,PIT,Pittsburgh,USA,MHT,Manchester (US),USA,3600
53955,PIT,Pittsburgh,USA,SDF,Louisville,USA,174
53956,PVD,Providence,USA,PHL,Philadelphia,USA,7686
53957,PVD,Providence,USA,PHL,Philadelphia,USA,600
53958,PWM,Portland (US) ME,USA,BOS,Boston,USA,780
53959,RDU,Raleigh/Durham,USA,CLT,Charlotte,USA,16128
53960,RDU,Raleigh/Durham,USA,PIT,Pittsburgh,USA,1653
53961,RIC,Richmond (US),USA,CLT,Charlotte,USA,450
53962,RKD,Rockland,USA,AUG,Augusta (US) ME,USA,589
53963,BDL,Hartford,USA,DCA,Washington,USA,3780
53964,BED,Bedford/Hanscom,USA,TTN,Philadelphia,USA,4200
53965,BUF,Buffalo,USA,ALB,Albany (US) NY,USA,1748
53966,CLT,Charlotte,USA,IAD,Washington,USA,120
53967,CLT,Charlotte,USA,IAH,Houston,USA,6240
53968,DCA,Washington,USA,PHL,Philadelphia,USA,2640
53969,DCA,Washington,USA,RDU,Raleigh/Durham,USA,7100
53970,DTW,Detroit,USA,CLT,Charlotte,USA,3906
53971,BWI,Baltimore,USA,GSO,Greensboro/High Point,USA,3190
53972,CAK,Akron/Canton,USA,CLT,Charlotte,USA,899
53973,CHO,Charlottesville,USA,PHL,Philadelphia,USA,2294
53975,LGA,New York,USA,CLT,Charlotte,USA,4680
53976,LGA,New York,USA,LEB,Lebanon,USA,1482
53977,LGA,New York,USA,MYR,Myrtle Beach,USA,400
53979,LIT,Little Rock,USA,CLT,Charlotte,USA,4550
53981,PIT,Pittsburgh,USA,TPA,Tampa,USA,3528
53982,PVD,Providence,USA,CLT,Charlotte,USA,5642
53983,PWM,Portland (US) ME,USA,DCA,Washington,USA,4500
53984,RDU,Raleigh/Durham,USA,GSP,Greenville (US) SC,USA,912
53985,RDU,Raleigh/Durham,USA,PHL,Philadelphia,USA,11214
53986,RIC,Richmond (US),USA,CLT,Charlotte,USA,1674
53987,ROA,Roanoke,USA,CLT,Charlotte,USA,1665
53988,RUT,Rutland,USA,LEB,Lebanon,USA,589
53989,SAV,Savannah,USA,CLT,Charlotte,USA,3024
53990,SAV,Savannah,USA,PHL,Philadelphia,USA,150
53991,SBY,Salisbury-Ocean City,USA,DCA,Washington,USA,814
53992,SDF,Louisville,USA,LGA,New York,USA,3000
53993,CLT,Charlotte,USA,MDT,Harrisburg,USA,4464
53994,CLT,Charlotte,USA,PBI,West Palm Beach,USA,21312
53995,CLT,Charlotte,USA,PHX,Phoenix,USA,6840
53996,FLL,Fort Lauderdale,USA,PHL,Philadelphia,USA,5642
53997,GSO,Greensboro/High Point,USA,PHL,Philadelphia,USA,3744
53998,GSP,Greenville (US) SC,USA,CLT,Charlotte,USA,3050
53999,PIT,Pittsburgh,USA,ALB,Albany (US) NY,USA,9324
54000,PIT,Pittsburgh,USA,BDL,Hartford,USA,3120
54001,PIT,Pittsburgh,USA,BTV,Burlington (US) VT,USA,3050
54002,PIT,Pittsburgh,USA,BUF,Buffalo,USA,12672
54003,PIT,Pittsburgh,USA,CLT,Charlotte,USA,9360
54004,PIT,Pittsburgh,USA,CRW,Charleston (US) WV,USA,3450
54005,PIT,Pittsburgh,USA,ELM,Elmira/Corning,USA,899
54006,PIT,Pittsburgh,USA,ELM,Elmira/Corning,USA,1073
54007,PIT,Pittsburgh,USA,IAH,Houston,USA,7056
54008,CLT,Charlotte,USA,CAK,Akron/Canton,USA,899
54010,CLT,Charlotte,USA,CVG,Cincinnati,USA,1332
54011,HGR,Hagerstown,USA,PIT,Pittsburgh,USA,3210
54012,IND,Indianapolis,USA,DCA,Washington,USA,5600
54013,IND,Indianapolis,USA,PHL,Philadelphia,USA,4032
54014,IND,Indianapolis,USA,PIT,Pittsburgh,USA,4608
54015,ISP,Long Island Macarthur,USA,ALB,Albany (US) NY,USA,912
54016,ISP,Long Island Macarthur,USA,PHL,Philadelphia,USA,6512
54017,JHW,Jamestown (US) NY,USA,PIT,Pittsburgh,USA,1767
54018,MDT,Harrisburg,USA,CLT,Charlotte,USA,3906
54019,MHT,Manchester (US),USA,PHL,Philadelphia,USA,3718
54020,MIA,Miami,USA,PHL,Philadelphia,USA,182
54021,MSY,New Orleans,USA,PHL,Philadelphia,USA,126
54022,MYR,Myrtle Beach,USA,LGA,New York,USA,400
54024,ROC,Rochester (US) NY,USA,BOS,Boston,USA,111
54025,ROC,Rochester (US) NY,USA,DCA,Washington,USA,3034
54026,RSW,Fort Myers,USA,CLT,Charlotte,USA,882
54027,RSW,Fort Myers,USA,CLT,Charlotte,USA,9000
54028,SAN,San Diego,USA,CLT,Charlotte,USA,5239
54029,SDF,Louisville,USA,PIT,Pittsburgh,USA,1073
54030,SYR,Syracuse,USA,PHL,Philadelphia,USA,1150
54031,TPA,Tampa,USA,PFN,Panama City (US),USA,1102
54032,TYS,Knoxville,USA,DCA,Washington,USA,1624
54034,CLT,Charlotte,USA,TYS,Knoxville,USA,2800
54035,CMH,Columbus (US) OH,USA,PHL,Philadelphia,USA,1600
54036,CVG,Cincinnati,USA,PIT,Pittsburgh,USA,296
54037,JAX,Jacksonville (US) FL,USA,CLT,Charlotte,USA,3720
54038,LEX,Lexington,USA,CLT,Charlotte,USA,3478
54039,LEX,Lexington,USA,PIT,Pittsburgh,USA,3450
54040,LGA,New York,USA,BTV,Burlington (US) VT,USA,5291
54041,LGA,New York,USA,MDT,Harrisburg,USA,1924
54042,PIT,Pittsburgh,USA,MEM,Memphis,USA,2850
54043,PIT,Pittsburgh,USA,MGW,Morgantown,USA,1995
54044,PIT,Pittsburgh,USA,ORF,Norfolk,USA,1500
54045,PIT,Pittsburgh,USA,PHL,Philadelphia,USA,4394
54046,PIT,Pittsburgh,USA,RDU,Raleigh/Durham,USA,480
54047,PIT,Pittsburgh,USA,ROC,Rochester (US) NY,USA,150
54048,PIT,Pittsburgh,USA,ROC,Rochester (US) NY,USA,3120
54049,PIT,Pittsburgh,USA,SDF,Louisville,USA,4350
54051,CLT,Charlotte,USA,LYH,Lynchburg,USA,2603
54052,CLT,Charlotte,USA,PHL,Philadelphia,USA,840
54053,LGA,New York,USA,BWI,Baltimore,USA,5106
54054,LGA,New York,USA,CHO,Charlottesville,USA,1577
54055,LGA,New York,USA,CLT,Charlotte,USA,6750
54056,ORD,Chicago,USA,CLT,Charlotte,USA,12960
54057,ORD,Chicago,USA,PIT,Pittsburgh,USA,14364
54058,ORF,Norfolk,USA,RDU,Raleigh/Durham,USA,912
54059,PHF,Newport News,USA,CLT,Charlotte,USA,5346
54061,SYR,Syracuse,USA,BWI,Baltimore,USA,3190
54062,TPA,Tampa,USA,PBI,West Palm Beach,USA,513
54063,TPA,Tampa,USA,PIT,Pittsburgh,USA,6804
54064,XNA,Fayetteville (US) AR,USA,CLT,Charlotte,USA,4150
54065,DCA,Washington,USA,MVY,Martha's Vineyard,USA,1221
54066,DCA,Washington,USA,MYR,Myrtle Beach,USA,400
54067,LGA,New York,USA,PVD,Providence,USA,2640
54069,MCO,Orlando,USA,CLT,Charlotte,USA,4650
54070,MCO,Orlando,USA,DCA,Washington,USA,7938
54071,MDT,Harrisburg,USA,LGA,New York,USA,1887
54072,GSO,Greensboro/High Point,USA,PIT,Pittsburgh,USA,1560
54073,PWM,Portland (US) ME,USA,PHL,Philadelphia,USA,15624
54074,RDU,Raleigh/Durham,USA,PIT,Pittsburgh,USA,480
54075,ROC,Rochester (US) NY,USA,LGA,New York,USA,250
54076,ROC,Rochester (US) NY,USA,PIT,Pittsburgh,USA,150
54077,SBY,Salisbury-Ocean City,USA,PHL,Philadelphia,USA,7807
54078,SDF,Louisville,USA,PIT,Pittsburgh,USA,2650
54079,CLT,Charlotte,USA,RSW,Fort Myers,USA,8640
54080,CLT,Charlotte,USA,TPA,Tampa,USA,13950
54082,IAD,Washington,USA,CLT,Charlotte,USA,120
54083,IAH,Houston,USA,CLT,Charlotte,USA,3600
54084,LGA,New York,USA,PIT,Pittsburgh,USA,17745
54087,MCI,Kansas City,USA,CLT,Charlotte,USA,1550
54088,MCO,Orlando,USA,PHL,Philadelphia,USA,6293
54089,PHL,Philadelphia,USA,CMH,Columbus (US) OH,USA,6048
54090,PHL,Philadelphia,USA,DCA,Washington,USA,3145
54091,PHL,Philadelphia,USA,GSO,Greensboro/High Point,USA,200
54092,MHT,Manchester (US),USA,PHL,Philadelphia,USA,10560
54093,MSP,Minneapolis/St Paul,USA,PHL,Philadelphia,USA,11592
54096,CVG,Cincinnati,USA,CLT,Charlotte,USA,1369
54097,DAY,Dayton,USA,PIT,Pittsburgh,USA,1500
54098,DCA,Washington,USA,BDL,Hartford,USA,126
54100,LAS,Las Vegas,USA,PHL,Philadelphia,USA,3600
54101,LGA,New York,USA,CHA,Chattanooga,USA,1350
54102,LGA,New York,USA,PHL,Philadelphia,USA,4477
54103,LGA,New York,USA,PHL,Philadelphia,USA,1600
54104,LGA,New York,USA,TYS,Knoxville,USA,1300
54105,MHT,Manchester (US),USA,PHL,Philadelphia,USA,1134
54106,MHT,Manchester (US),USA,PHL,Philadelphia,USA,750
54107,MSP,Minneapolis/St Paul,USA,CLT,Charlotte,USA,120
54108,PHL,Philadelphia,USA,IND,Indianapolis,USA,6804
54109,PHL,Philadelphia,USA,JAX,Jacksonville (US) FL,USA,3240
54112,PHL,Philadelphia,USA,MHT,Manchester (US),USA,5239
54113,PHL,Philadelphia,USA,MSY,New Orleans,USA,3528
54114,PHL,Philadelphia,USA,PIT,Pittsburgh,USA,120
54115,ORF,Norfolk,USA,PHL,Philadelphia,USA,3441
54116,ORF,Norfolk,USA,PHL,Philadelphia,USA,1900
54117,PHL,Philadelphia,USA,BUF,Buffalo,USA,7938
54118,PHL,Philadelphia,USA,CLT,Charlotte,USA,1950
54119,DEN,Denver,USA,PIT,Pittsburgh,USA,7440
54120,ELM,Elmira/Corning,USA,PHL,Philadelphia,USA,3367
54121,EYW,Key West,USA,TPA,Tampa,USA,2603
54122,TPA,Tampa,USA,PHL,Philadelphia,USA,8208
54126,MCO,Orlando,USA,PHL,Philadelphia,USA,504
54127,MCO,Orlando,USA,PHL,Philadelphia,USA,14560
54128,MDT,Harrisburg,USA,CLT,Charlotte,USA,4464
54129,PBI,West Palm Beach,USA,DCA,Washington,USA,144
54131,PHL,Philadelphia,USA,BDL,Hartford,USA,5642
54132,PHL,Philadelphia,USA,BUF,Buffalo,USA,1550
54133,PHL,Philadelphia,USA,CMH,Columbus (US) OH,USA,232
54134,PHL,Philadelphia,USA,IND,Indianapolis,USA,720
54135,PHL,Philadelphia,USA,ISP,Long Island Macarthur,USA,6549
54137,PHL,Philadelphia,USA,MCO,Orlando,USA,6293
54138,PHL,Philadelphia,USA,MHT,Manchester (US),USA,1134
54139,PHL,Philadelphia,USA,RIC,Richmond (US),USA,10080
54140,PHL,Philadelphia,USA,ROA,Roanoke,USA,2960
54141,PHL,Philadelphia,USA,RSW,Fort Myers,USA,1512
54142,PHL,Philadelphia,USA,SFO,San Francisco,USA,600
54143,PHL,Philadelphia,USA,SWF,Poughkeepsie,USA,4366
54144,PHL,Philadelphia,USA,SYR,Syracuse,USA,2553
54146,PHL,Philadelphia,USA,DCA,Washington,USA,5880
54147,PHL,Philadelphia,USA,FLL,Fort Lauderdale,USA,9828
54148,PHL,Philadelphia,USA,MHT,Manchester (US),USA,10080
54149,PHL,Philadelphia,USA,MSP,Minneapolis/St Paul,USA,11214
54151,GRR,Grand Rapids (US) MI,USA,PIT,Pittsburgh,USA,5950
54152,GSO,Greensboro/High Point,USA,BWI,Baltimore,USA,3190
54153,IAD,Washington,USA,PIT,Pittsburgh,USA,589
54154,IND,Indianapolis,USA,PHL,Philadelphia,USA,1550
54155,MVY,Martha's Vineyard,USA,DCA,Washington,USA,1221
54156,MYR,Myrtle Beach,USA,DCA,Washington,USA,400
54157,PBI,West Palm Beach,USA,CLT,Charlotte,USA,3120
54158,PBI,West Palm Beach,USA,CLT,Charlotte,USA,13680
54159,ITH,Ithaca,USA,PIT,Pittsburgh,USA,725
54160,LAN,Lansing,USA,PIT,Pittsburgh,USA,660
54161,LGA,New York,USA,MVY,Martha's Vineyard,USA,3552
54162,PHL,Philadelphia,USA,PVD,Providence,USA,1152
54163,PHL,Philadelphia,USA,RSW,Fort Myers,USA,7056
54164,PHL,Philadelphia,USA,SEA,Seattle,USA,11520
54165,LGA,New York,USA,PHL,Philadelphia,USA,3720
54166,LYH,Lynchburg,USA,CLT,Charlotte,USA,2603
54167,MCO,Orlando,USA,PHL,Philadelphia,USA,240
54168,MCO,Orlando,USA,PIT,Pittsburgh,USA,480
54169,PHL,Philadelphia,USA,BTV,Burlington (US) VT,USA,145
54170,PHL,Philadelphia,USA,CMH,Columbus (US) OH,USA,1600
54171,PIT,Pittsburgh,USA,BKW,Beckley,USA,513
54172,PIT,Pittsburgh,USA,BOS,Boston,USA,6370
54173,PIT,Pittsburgh,USA,BUF,Buffalo,USA,250
54174,PIT,Pittsburgh,USA,CAK,Akron/Canton,USA,1550
54175,PIT,Pittsburgh,USA,ERI,Erie,USA,6475
54176,PHL,Philadelphia,USA,TPA,Tampa,USA,12922
54177,PHL,Philadelphia,USA,TYS,Knoxville,USA,899
54180,PHL,Philadelphia,USA,ORF,Norfolk,USA,1147
